Index,Start,End,Duration,Epochs,Loss,Accuracy,Val_Loss,Val_Accuracy,Activation,Batch_Size,Dropout,First_Neuron,Hidden_Layers,Last_Activation,Losses,lr,Optimizer,shapes
1499,05/29/21-182353,05/29/21-182420,26.82472825,150,0.041383069,0.878582597,0.053526629,0.8515625,elu,16,0.4,16,2,sigmoid,logcosh,4.1,Adam,brick
1500,05/29/21-182421,05/29/21-182501,40.25539947,150,0.181865424,0.929650843,0.493338108,0.83984375,relu,10,0.1,16,2,sigmoid,binary_crossentropy,3.65,Nadam,brick
1501,05/29/21-182501,05/29/21-182757,175.7137928,150,0.566099703,0.741532028,0.453482717,0.841406226,relu,2,0.3,16,2,sigmoid,binary_crossentropy,4.55,RMSprop,funnel
1502,05/29/21-182757,05/29/21-182817,19.88875413,150,0.481230199,0.7139135,0.387444258,0.854687512,elu,21,0.4,16,1,sigmoid,binary_crossentropy,1.85,RMSprop,funnel
1503,05/29/21-182817,05/29/21-183104,166.4877343,150,0.13497071,0.968212605,1.133278608,0.842187524,elu,2,0,64,1,sigmoid,binary_crossentropy,2.75,RMSprop,funnel
1504,05/29/21-183104,05/29/21-183201,56.73335958,150,0.264812112,0.892652452,0.437532902,0.839062512,elu,7,0.2,32,2,sigmoid,binary_crossentropy,3.2,Nadam,funnel
1505,05/29/21-183201,05/29/21-183231,30.46629739,150,0.386542201,0.80093801,0.353587061,0.861718774,elu,13,0.2,16,1,sigmoid,binary_crossentropy,0.5,Adam,funnel
1506,05/29/21-183232,05/29/21-183253,21.4125576,150,0.374681622,0.833767593,0.373276293,0.83984375,elu,18,0.4,4,0,sigmoid,binary_crossentropy,0.5,RMSprop,funnel
1507,05/29/21-183253,05/29/21-183414,80.8510468,150,0.087553151,0.724856675,0.065014169,0.8359375,relu,4,0.4,16,1,sigmoid,logcosh,0.95,RMSprop,funnel
1508,05/29/21-183414,05/29/21-183544,89.5771029,150,0.050106436,0.853048444,0.059099592,0.835156262,elu,4,0.3,32,2,sigmoid,logcosh,4.1,Adam,funnel
1509,05/29/21-183544,05/29/21-183613,28.57370973,150,0.055707887,0.837936401,0.056630619,0.838281274,relu,13,0.4,4,0,sigmoid,logcosh,4.1,Nadam,funnel
1510,05/29/21-183613,05/29/21-183641,27.85742211,150,0.009782445,0.976550281,0.073609509,0.824999988,elu,16,0,64,2,sigmoid,logcosh,3.65,RMSprop,brick
1511,05/29/21-183641,05/29/21-183705,23.87395144,150,0.064216174,0.81709224,0.054194409,0.846875012,relu,16,0.2,8,1,sigmoid,logcosh,0.5,RMSprop,funnel
1512,05/29/21-183705,05/29/21-183834,88.32679105,150,0.034172174,0.91141218,0.058958538,0.850000024,relu,4,0.4,64,0,sigmoid,logcosh,4.1,Adam,brick
1513,05/29/21-183834,05/29/21-183908,33.93992519,150,0.056039069,0.838457525,0.059561431,0.834375024,relu,10,0.4,4,0,sigmoid,logcosh,0.95,RMSprop,brick
1514,05/29/21-183908,05/29/21-184201,172.9051831,150,0.242146879,0.898905695,0.375226766,0.853124976,elu,2,0.1,8,2,sigmoid,binary_crossentropy,1.4,Adam,brick
1515,05/29/21-184201,05/29/21-184239,37.92524719,150,0.37778008,0.835330904,0.384107709,0.849218726,elu,10,0.3,4,2,sigmoid,binary_crossentropy,1.4,RMSprop,brick
1516,05/29/21-184239,05/29/21-184300,20.4609046,150,0.223806545,0.902032316,0.397364736,0.853906274,elu,24,0.3,32,2,sigmoid,binary_crossentropy,4.55,Adam,brick
1517,05/29/21-184300,05/29/21-184318,17.70311737,150,0.036929145,0.898905695,0.05015127,0.853124976,relu,27,0.3,16,2,sigmoid,logcosh,1.4,Nadam,brick
1518,05/29/21-184318,05/29/21-184355,36.67772579,150,0.023802998,0.934861898,0.05212744,0.860156238,relu,10,0.4,64,0,sigmoid,logcosh,2.3,Adam,funnel
1519,05/29/21-184355,05/29/21-184645,169.6292794,150,0.439586431,0.808754563,0.41779691,0.833593726,relu,2,0.2,16,1,sigmoid,binary_crossentropy,4.55,Nadam,funnel
1520,05/29/21-184645,05/29/21-184721,36.3486445,150,0.042556215,0.87024492,0.048370712,0.8671875,elu,10,0.2,8,2,sigmoid,logcosh,4.55,Adam,funnel
1521,05/29/21-184722,05/29/21-184812,50.465276,150,0.463818491,0.80093801,0.427506506,0.833593726,relu,7,0.2,4,1,sigmoid,binary_crossentropy,4.1,Adam,funnel
1522,05/29/21-184812,05/29/21-184935,82.53366709,150,0.03317453,0.90411675,0.05354806,0.846093774,elu,4,0.1,8,1,sigmoid,logcosh,3.2,RMSprop,brick
1523,05/29/21-184935,05/29/21-185228,173.15325,150,0.059753381,0.844710767,0.072021589,0.830468774,elu,2,0.3,64,2,sigmoid,logcosh,3.65,RMSprop,funnel
1524,05/29/21-185229,05/29/21-185306,37.5537169,150,0.023794781,0.939030767,0.059240423,0.844531238,elu,10,0.1,64,1,sigmoid,logcosh,0.95,RMSprop,brick
1525,05/29/21-185306,05/29/21-185329,23.02976131,150,0.027638217,0.928608656,0.049853392,0.857812524,elu,16,0,16,1,sigmoid,logcosh,0.5,RMSprop,funnel
1526,05/29/21-185330,05/29/21-185615,165.3089876,150,0.321407288,0.856696188,0.376812398,0.835156262,relu,2,0.4,8,0,sigmoid,binary_crossentropy,2.75,Nadam,brick
1527,05/29/21-185615,05/29/21-185650,34.63914347,150,0.01932844,0.949973941,0.066647515,0.838281274,elu,13,0,64,2,sigmoid,logcosh,1.85,Adam,brick
1528,05/29/21-185650,05/29/21-185713,22.70017171,150,0.034226529,0.902032316,0.047019478,0.861718774,elu,18,0.4,32,0,sigmoid,logcosh,4.1,Adam,brick
1529,05/29/21-185713,05/29/21-185745,31.53463864,150,0.016132912,0.960917115,0.062036496,0.8515625,relu,13,0,32,1,sigmoid,logcosh,4.1,Nadam,brick
1530,05/29/21-185745,05/29/21-185823,37.63961768,150,0.029731181,0.923918724,0.05900554,0.84375,elu,10,0,4,1,sigmoid,logcosh,2.3,Nadam,funnel
1531,05/29/21-185823,05/29/21-190115,172.1165416,150,0.295879096,0.899947882,0.543088317,0.837499976,relu,2,0,4,2,sigmoid,binary_crossentropy,0.95,RMSprop,brick
1532,05/29/21-190115,05/29/21-190146,30.62157655,150,0.028887743,0.919749856,0.050350439,0.860156238,elu,13,0.4,64,0,sigmoid,logcosh,3.2,Adam,brick
1533,05/29/21-190146,05/29/21-190307,80.82272696,150,0.040777955,0.87754041,0.049268518,0.864062488,elu,4,0.1,4,1,sigmoid,logcosh,1.85,Adam,brick
1534,05/29/21-190307,05/29/21-190344,36.64790344,150,0.020163992,0.947889507,0.059787728,0.842187524,elu,10,0.1,32,1,sigmoid,logcosh,3.65,RMSprop,brick
1535,05/29/21-190344,05/29/21-190431,47.16990852,150,0.02994041,0.916102111,0.056992553,0.848437488,elu,7,0,4,0,sigmoid,logcosh,3.2,Nadam,funnel
1536,05/29/21-190431,05/29/21-190448,16.05467272,150,0.066501744,0.764981747,0.04952779,0.866406262,elu,27,0.3,16,1,sigmoid,logcosh,1.4,RMSprop,funnel
1537,05/29/21-190448,05/29/21-190542,54.55615497,150,0.372730196,0.849400759,0.343849659,0.853906274,elu,7,0.3,32,2,sigmoid,binary_crossentropy,1.85,RMSprop,funnel
1538,05/29/21-190543,05/29/21-190600,17.57519317,150,0.206005067,0.919749856,0.373187095,0.865625024,relu,24,0,8,1,sigmoid,binary_crossentropy,0.5,RMSprop,brick
1539,05/29/21-190600,05/29/21-190617,16.45944643,150,0.342833251,0.850964069,0.363265723,0.840624988,elu,24,0.4,4,0,sigmoid,binary_crossentropy,4.1,RMSprop,brick
1540,05/29/21-190617,05/29/21-190633,15.57958651,150,0.264210045,0.891610205,0.333486974,0.861718774,elu,27,0.3,16,0,sigmoid,binary_crossentropy,2.3,RMSprop,funnel
1541,05/29/21-190633,05/29/21-190703,30.43404078,150,0.158272728,0.931735277,0.48808068,0.8515625,elu,13,0.2,64,0,sigmoid,binary_crossentropy,2.3,Nadam,funnel
1542,05/29/21-190704,05/29/21-190721,17.33737421,150,0.412443519,0.785304844,0.358983666,0.848437488,elu,27,0.4,8,2,sigmoid,binary_crossentropy,3.65,RMSprop,funnel
1543,05/29/21-190721,05/29/21-190744,22.72993302,150,0.011333795,0.974465847,0.058906864,0.848437488,elu,18,0,64,0,sigmoid,logcosh,1.85,Nadam,brick
1544,05/29/21-190744,05/29/21-190802,18.16843033,150,0.070078842,0.80093801,0.057332493,0.848437488,relu,24,0.2,4,1,sigmoid,logcosh,2.75,Nadam,funnel
1545,05/29/21-190803,05/29/21-190855,52.03807282,150,0.038610615,0.89525795,0.055770468,0.84765625,elu,7,0.2,8,2,sigmoid,logcosh,4.1,RMSprop,brick
1546,05/29/21-190855,05/29/21-190926,31.33296371,150,0.01033102,0.976029158,0.066799179,0.835156262,elu,13,0,16,1,sigmoid,logcosh,3.65,Adam,brick
1547,05/29/21-190927,05/29/21-190957,30.77976322,150,0.032568451,0.901511192,0.049376927,0.859375,elu,13,0.1,16,2,sigmoid,logcosh,0.95,RMSprop,brick
1548,05/29/21-190958,05/29/21-191013,15.61130667,150,0.330333769,0.820739985,0.349634826,0.850781262,relu,27,0.3,4,0,sigmoid,binary_crossentropy,1.85,RMSprop,funnel
1549,05/29/21-191014,05/29/21-191045,31.52437901,150,0.133990914,0.942678452,0.495055497,0.856249988,relu,13,0.2,64,0,sigmoid,binary_crossentropy,2.75,Adam,brick
1550,05/29/21-191045,05/29/21-191108,22.54541063,150,0.231271401,0.898384571,0.369621038,0.858593762,elu,18,0,4,0,sigmoid,binary_crossentropy,3.65,Nadam,brick
1551,05/29/21-191108,05/29/21-191141,32.677742,150,0.03442638,0.992183447,3.037937641,0.830468774,relu,13,0,32,2,sigmoid,binary_crossentropy,4.55,RMSprop,brick
1552,05/29/21-191141,05/29/21-191205,24.01903319,150,0.371220917,0.815007806,0.359999836,0.860937476,elu,18,0.2,32,1,sigmoid,binary_crossentropy,0.5,Adam,funnel
1553,05/29/21-191205,05/29/21-191240,34.64794898,150,0.046967525,0.860343933,0.050870031,0.853124976,elu,10,0.4,8,1,sigmoid,logcosh,1.85,Adam,brick
1554,05/29/21-191240,05/29/21-191257,17.12644458,150,0.332042307,0.833767593,0.353494316,0.839062512,relu,27,0.2,4,1,sigmoid,binary_crossentropy,3.2,Nadam,brick
1555,05/29/21-191258,05/29/21-191335,37.74805713,150,0.017970722,0.954142809,0.060803544,0.844531238,relu,10,0.2,64,1,sigmoid,logcosh,2.3,RMSprop,brick
1556,05/29/21-191336,05/29/21-191409,33.50677872,150,0.298092514,0.850442946,0.458501995,0.850781262,elu,13,0.3,32,2,sigmoid,binary_crossentropy,3.65,Nadam,brick
1557,05/29/21-191409,05/29/21-191533,83.72648978,150,0.040656112,0.890568018,0.058083612,0.841406226,elu,4,0.4,32,1,sigmoid,logcosh,3.2,RMSprop,brick
1558,05/29/21-191533,05/29/21-191559,25.34079695,150,0.084345154,0.736842096,0.063729629,0.833593726,relu,16,0.4,64,1,sigmoid,logcosh,4.55,Adam,funnel
1559,05/29/21-191559,05/29/21-191621,22.15724087,150,0.414473862,0.80823344,0.395710051,0.850000024,relu,21,0.4,16,2,sigmoid,binary_crossentropy,3.2,Nadam,funnel
1560,05/29/21-191621,05/29/21-191901,159.4803841,150,0.177677527,0.923918724,0.475698382,0.8359375,relu,2,0,8,0,sigmoid,binary_crossentropy,1.85,Adam,funnel
1561,05/29/21-191901,05/29/21-191956,54.86372066,150,0.015230206,0.962480485,0.055685841,0.860937476,elu,7,0,16,2,sigmoid,logcosh,0.5,Nadam,funnel
1562,05/29/21-191956,05/29/21-192020,23.9252677,150,0.422233492,0.806670129,0.396909326,0.844531238,relu,16,0.3,4,1,sigmoid,binary_crossentropy,2.3,Adam,brick
1563,05/29/21-192021,05/29/21-192050,29.35887313,150,0.189478904,0.928608656,0.440061182,0.846875012,relu,13,0.2,16,0,sigmoid,binary_crossentropy,2.75,Nadam,brick
1564,05/29/21-192050,05/29/21-192107,16.91060352,150,0.258330882,0.884835839,0.337609023,0.854687512,relu,24,0.1,8,0,sigmoid,binary_crossentropy,0.5,Adam,brick
1565,05/29/21-192107,05/29/21-192130,22.81638026,150,0.030299725,0.918707669,0.053322453,0.85546875,relu,16,0.1,8,0,sigmoid,logcosh,3.2,Nadam,funnel
1566,05/29/21-192130,05/29/21-192152,21.738235,150,0.021395344,0.942157388,0.057444382,0.842968762,relu,18,0.2,32,0,sigmoid,logcosh,1.85,Nadam,brick
1567,05/29/21-192152,05/29/21-192216,23.13186073,150,0.165985808,0.942157388,0.484486818,0.849218726,relu,16,0,8,1,sigmoid,binary_crossentropy,4.1,Adam,funnel
1568,05/29/21-192216,05/29/21-192232,16.07620001,150,0.024561379,0.942157388,0.048359901,0.860937476,elu,27,0,32,0,sigmoid,logcosh,0.95,Adam,brick
1569,05/29/21-192232,05/29/21-192311,38.64792919,150,0.111221321,0.967170417,0.548584461,0.845312476,relu,10,0,16,1,sigmoid,binary_crossentropy,4.55,Adam,funnel
1570,05/29/21-192311,05/29/21-192337,26.43845367,150,0.189366877,0.925482035,0.438129187,0.853906274,elu,18,0.1,64,2,sigmoid,binary_crossentropy,0.95,Adam,funnel
1571,05/29/21-192338,05/29/21-192359,21.22950649,150,0.039815102,0.884835839,0.046574436,0.87109375,elu,18,0.1,4,0,sigmoid,logcosh,0.95,RMSprop,funnel
1572,05/29/21-192359,05/29/21-192430,30.90279126,150,0.039539438,0.882230341,0.045897342,0.869531274,elu,13,0.2,16,0,sigmoid,logcosh,0.5,Adam,brick
1573,05/29/21-192430,05/29/21-192459,28.20697474,150,0.03408489,0.901511192,0.049862906,0.857031226,elu,13,0.3,16,0,sigmoid,logcosh,3.2,Nadam,funnel
1574,05/29/21-192459,05/29/21-192536,36.98240972,150,0.142532453,0.945805132,0.576706946,0.844531238,elu,10,0.2,64,0,sigmoid,binary_crossentropy,3.2,Nadam,funnel
1575,05/29/21-192536,05/29/21-192558,21.67333794,150,0.025744256,0.927045345,0.05340777,0.849218726,relu,24,0.4,64,2,sigmoid,logcosh,1.85,Adam,brick
1576,05/29/21-192558,05/29/21-192846,168.1566775,150,0.237383083,0.888483584,0.372254551,0.84765625,relu,2,0.2,8,0,sigmoid,binary_crossentropy,0.5,Nadam,brick
1577,05/29/21-192846,05/29/21-192909,22.74703312,150,0.027797794,0.928608656,0.059666891,0.840624988,relu,18,0.4,64,0,sigmoid,logcosh,3.65,Nadam,funnel
1578,05/29/21-192909,05/29/21-192932,22.94335413,150,0.011140088,0.976029158,0.054789819,0.850781262,relu,16,0,32,0,sigmoid,logcosh,1.85,RMSprop,brick
1579,05/29/21-192933,05/29/21-192951,18.79786992,150,0.051800396,0.859301746,0.054560989,0.84765625,relu,24,0.4,8,2,sigmoid,logcosh,0.5,Nadam,brick
1580,05/29/21-192952,05/29/21-193009,17.51122785,150,0.036638699,0.907243371,0.051149733,0.856249988,relu,27,0.1,64,1,sigmoid,logcosh,0.5,Adam,funnel
1581,05/29/21-193009,05/29/21-193035,25.21382689,150,0.148266435,0.937467456,0.485367239,0.852343738,elu,16,0.2,64,0,sigmoid,binary_crossentropy,3.2,Nadam,funnel
1582,05/29/21-193035,05/29/21-193052,16.98531818,150,0.068653502,0.804585695,0.057186179,0.845312476,relu,27,0.3,32,1,sigmoid,logcosh,1.4,Nadam,funnel
1583,05/29/21-193052,05/29/21-193130,38.18844128,150,0.008752225,0.979155839,0.061872907,0.839062512,elu,10,0,32,1,sigmoid,logcosh,1.85,Adam,brick
1584,05/29/21-193131,05/29/21-193201,30.43163419,150,0.032822248,0.905158937,0.050813831,0.853906274,elu,13,0.4,32,0,sigmoid,logcosh,2.75,Adam,brick
1585,05/29/21-193201,05/29/21-193223,21.48775578,150,0.060437173,0.786868155,0.04851203,0.858593762,elu,18,0.2,4,1,sigmoid,logcosh,3.65,RMSprop,funnel
1586,05/29/21-193223,05/29/21-193253,30.41157889,150,0.363785416,0.860343933,0.401170909,0.848437488,relu,13,0.1,8,1,sigmoid,binary_crossentropy,4.1,RMSprop,funnel
1587,05/29/21-193254,05/29/21-193316,22.42476869,150,0.036045168,0.90411675,0.04871989,0.857812524,relu,16,0,4,0,sigmoid,logcosh,0.5,Adam,brick
1588,05/29/21-193316,05/29/21-193444,87.23137116,150,0.154407606,0.936946333,0.458000988,0.854687512,relu,4,0.2,32,0,sigmoid,binary_crossentropy,0.95,Nadam,brick
1589,05/29/21-193444,05/29/21-193535,51.35201168,150,0.139225647,0.954663873,0.674066961,0.840624988,elu,7,0,16,1,sigmoid,binary_crossentropy,1.85,RMSprop,funnel
1590,05/29/21-193536,05/29/21-193828,172.8163497,150,0.247142032,0.894736826,0.369454056,0.857031226,relu,2,0,4,1,sigmoid,binary_crossentropy,0.95,Nadam,funnel
1591,05/29/21-193829,05/29/21-193851,22.43602252,150,0.076876961,0.771234989,0.06048318,0.83984375,relu,18,0.3,8,1,sigmoid,logcosh,0.5,Nadam,funnel
1592,05/29/21-193851,05/29/21-193912,20.50386357,150,0.061281994,0.821261048,0.058660507,0.8359375,elu,21,0.4,4,2,sigmoid,logcosh,4.55,Nadam,brick
1593,05/29/21-193912,05/29/21-193935,23.27832294,150,0.368720859,0.856696188,0.35584861,0.862500012,relu,16,0.1,4,1,sigmoid,binary_crossentropy,2.75,Adam,funnel
1594,05/29/21-193936,05/29/21-194000,24.41506791,150,0.027474374,0.922876477,0.056654312,0.844531238,relu,18,0.3,64,1,sigmoid,logcosh,3.2,Nadam,brick
1595,05/29/21-194000,05/29/21-194053,52.4013598,150,0.012384488,0.970818162,0.062546492,0.846093774,elu,7,0,16,1,sigmoid,logcosh,1.4,Nadam,brick
1596,05/29/21-194053,05/29/21-194110,17.03176641,150,0.032169014,0.907764435,0.049485654,0.862500012,elu,27,0.2,64,0,sigmoid,logcosh,0.5,Nadam,funnel
1597,05/29/21-194110,05/29/21-194141,30.74507189,150,0.381560653,0.821261048,0.346451581,0.846093774,elu,13,0.3,8,2,sigmoid,binary_crossentropy,1.4,Adam,funnel
1598,05/29/21-194141,05/29/21-194229,47.84664798,150,0.020151269,0.952579439,0.053251006,0.852343738,elu,7,0,16,0,sigmoid,logcosh,1.4,RMSprop,brick
1599,05/29/21-194229,05/29/21-194355,85.77139449,150,0.293214738,0.872329354,0.350808859,0.850781262,elu,4,0.4,8,0,sigmoid,binary_crossentropy,2.75,Nadam,funnel
1600,05/29/21-194355,05/29/21-194424,28.12743425,150,0.036427829,0.909848869,0.075615771,0.817187488,relu,16,0,64,2,sigmoid,logcosh,4.55,Nadam,brick
1601,05/29/21-194424,05/29/21-194519,55.43304801,150,0.218431056,0.91297549,0.459893942,0.844531238,relu,7,0,4,2,sigmoid,binary_crossentropy,4.55,Nadam,brick
1602,05/29/21-194520,05/29/21-194549,29.17234254,150,0.104515389,0.619593561,0.078809336,0.81640625,relu,13,0.4,4,2,sigmoid,logcosh,1.4,Adam,funnel
1603,05/29/21-194549,05/29/21-194622,32.831038,150,0.047635239,0.860865057,0.051422495,0.846875012,elu,10,0.3,4,0,sigmoid,logcosh,4.55,Adam,brick
1604,05/29/21-194622,05/29/21-194650,28.32466483,150,0.043756846,0.873892665,0.051794879,0.8515625,relu,13,0.4,8,0,sigmoid,logcosh,2.3,Nadam,funnel
1605,05/29/21-194651,05/29/21-194720,29.60834455,150,0.274772912,0.874413729,0.339367688,0.860156238,elu,13,0.4,32,0,sigmoid,binary_crossentropy,0.5,Nadam,brick
1606,05/29/21-194721,05/29/21-194739,18.37594652,150,0.51632303,0.755601883,0.408236116,0.827343762,relu,24,0.4,4,2,sigmoid,binary_crossentropy,1.4,Adam,brick
1607,05/29/21-194739,05/29/21-194757,17.94601917,150,0.026029332,0.932256401,0.046663672,0.864062488,relu,24,0.1,32,0,sigmoid,logcosh,0.5,Adam,brick
1608,05/29/21-194757,05/29/21-194815,17.8476696,150,0.453477532,0.7905159,0.411110073,0.849218726,relu,27,0.3,64,1,sigmoid,binary_crossentropy,0.5,Nadam,funnel
1609,05/29/21-194816,05/29/21-194841,25.11129522,150,0.027572235,0.926524222,0.049657792,0.861718774,elu,16,0.3,64,0,sigmoid,logcosh,3.2,Adam,funnel
1610,05/29/21-194841,05/29/21-195117,156.0829518,150,0.02025249,0.949973941,0.066165216,0.842968762,elu,2,0,64,0,sigmoid,logcosh,2.3,RMSprop,funnel
1611,05/29/21-195117,05/29/21-195140,22.66695809,150,0.389352828,0.770713925,0.345109522,0.8515625,elu,18,0.3,32,1,sigmoid,binary_crossentropy,2.75,RMSprop,funnel
1612,05/29/21-195140,05/29/21-195309,88.41889596,150,0.342706382,0.902032316,0.548258722,0.853906274,relu,4,0.3,32,1,sigmoid,binary_crossentropy,4.55,RMSprop,brick
1613,05/29/21-195309,05/29/21-195326,16.89548397,150,0.259175539,0.885878086,0.338123679,0.858593762,elu,27,0.3,16,0,sigmoid,binary_crossentropy,3.2,Adam,funnel
1614,05/29/21-195326,05/29/21-195407,40.73534298,150,0.035829328,0.894736826,0.051050015,0.84765625,elu,10,0.4,64,2,sigmoid,logcosh,0.95,RMSprop,brick
1615,05/29/21-195407,05/29/21-195431,24.27050829,150,0.020850901,0.942157388,0.05640354,0.853124976,elu,16,0.1,32,1,sigmoid,logcosh,3.2,RMSprop,brick
1616,05/29/21-195432,05/29/21-195450,18.2221787,150,0.026350485,0.932777464,0.054163437,0.853906274,elu,21,0,8,1,sigmoid,logcosh,1.4,Adam,funnel
1617,05/29/21-195450,05/29/21-195519,28.47315192,150,0.216105059,0.917144358,0.419016063,0.845312476,relu,13,0,4,1,sigmoid,binary_crossentropy,2.75,Adam,funnel
1618,05/29/21-195519,05/29/21-195757,158.4891191,150,0.04239152,0.881709218,0.057117194,0.844531238,relu,2,0.1,4,1,sigmoid,logcosh,0.5,RMSprop,brick
1619,05/29/21-195758,05/29/21-200038,160.7390785,150,0.078974053,0.766023994,0.062408127,0.832812488,relu,2,0.3,16,1,sigmoid,logcosh,4.55,RMSprop,funnel
1620,05/29/21-200039,05/29/21-200200,81.67572308,150,0.023594512,0.93955183,0.055358838,0.853124976,relu,4,0.3,64,0,sigmoid,logcosh,3.2,RMSprop,brick
1621,05/29/21-200201,05/29/21-200258,57.66399026,150,0.024481762,0.991662324,1.436504722,0.849218726,elu,7,0,16,2,sigmoid,binary_crossentropy,2.75,Nadam,brick
1622,05/29/21-200258,05/29/21-200320,21.33883524,150,0.06103801,0.811360061,0.054600913,0.84765625,elu,21,0.4,16,2,sigmoid,logcosh,0.5,Nadam,funnel
1623,05/29/21-200320,05/29/21-200416,55.95699883,150,0.500701666,0.734236598,0.436483234,0.834375024,relu,7,0.4,64,1,sigmoid,binary_crossentropy,4.1,Adam,funnel
1624,05/29/21-200416,05/29/21-200717,180.1810424,150,0.053458247,0.815007806,0.04965755,0.860937476,elu,2,0.4,32,2,sigmoid,logcosh,0.95,Nadam,funnel
1625,05/29/21-200717,05/29/21-200754,37.01656151,150,0.048172567,0.86138612,0.053101588,0.845312476,elu,10,0.4,8,1,sigmoid,logcosh,0.95,Nadam,brick
1626,05/29/21-200754,05/29/21-200820,26.13769937,150,0.018323893,0.949973941,0.064981624,0.83203125,relu,18,0.1,64,2,sigmoid,logcosh,2.75,Nadam,brick
1627,05/29/21-200821,05/29/21-200845,24.26019526,150,0.042844795,0.884314776,0.052364282,0.852343738,relu,18,0.2,16,2,sigmoid,logcosh,4.1,Adam,funnel
1628,05/29/21-200845,05/29/21-200910,25.08547831,150,0.424397826,0.786347032,0.360498488,0.825781226,relu,16,0.3,4,2,sigmoid,binary_crossentropy,3.2,Adam,brick
1629,05/29/21-200910,05/29/21-200948,37.81343484,150,0.348782152,0.856175065,0.366586894,0.844531238,relu,10,0.4,8,1,sigmoid,binary_crossentropy,2.3,Nadam,brick
1630,05/29/21-200949,05/29/21-201008,19.48928881,150,0.029907085,0.922355413,0.057827909,0.84765625,relu,24,0.2,64,2,sigmoid,logcosh,0.95,RMSprop,funnel
1631,05/29/21-201008,05/29/21-201032,23.25244474,150,0.015027823,0.964043796,0.059637219,0.850781262,elu,18,0,64,1,sigmoid,logcosh,3.65,Nadam,funnel
1632,05/29/21-201032,05/29/21-201048,16.54880571,150,0.199023038,0.922876477,0.362469643,0.86328125,elu,27,0.3,32,0,sigmoid,binary_crossentropy,4.1,Nadam,funnel
1633,05/29/21-201049,05/29/21-201106,17.57809567,150,0.037711076,0.894215763,0.053663999,0.846875012,relu,24,0.1,4,1,sigmoid,logcosh,0.5,Nadam,brick
1634,05/29/21-201106,05/29/21-201146,39.40036774,150,0.038353093,0.893694639,0.050106775,0.857031226,elu,10,0.4,32,2,sigmoid,logcosh,2.75,Adam,brick
1635,05/29/21-201146,05/29/21-201217,30.83202004,150,0.052817497,0.856696188,0.059579205,0.8359375,relu,13,0.3,16,2,sigmoid,logcosh,0.95,Adam,funnel
1636,05/29/21-201217,05/29/21-201336,78.61028743,150,0.242435575,0.900469005,0.363066882,0.857031226,elu,4,0.2,8,0,sigmoid,binary_crossentropy,4.55,Adam,brick
1637,05/29/21-201336,05/29/21-201357,21.06249499,150,0.041395009,0.870766044,0.05644213,0.838281274,relu,18,0.1,4,1,sigmoid,logcosh,4.1,RMSprop,brick
1638,05/29/21-201357,05/29/21-201419,21.89403009,150,0.338282317,0.856175065,0.331921786,0.862500012,elu,18,0.4,8,1,sigmoid,binary_crossentropy,3.65,Adam,brick
1639,05/29/21-201420,05/29/21-201439,19.71731806,150,0.053449508,0.809275687,0.053711962,0.845312476,elu,21,0.2,16,1,sigmoid,logcosh,3.65,Nadam,funnel
1640,05/29/21-201440,05/29/21-201501,21.68017983,150,0.181712508,0.927566469,0.502861619,0.835156262,relu,18,0,8,0,sigmoid,binary_crossentropy,4.55,Nadam,funnel
1641,05/29/21-201502,05/29/21-201521,19.28397131,150,0.316967934,0.869723797,0.346488863,0.849218726,relu,21,0.4,8,0,sigmoid,binary_crossentropy,2.3,Nadam,brick
1642,05/29/21-201521,05/29/21-201537,15.7543602,150,0.288311213,0.866076052,0.341007203,0.853124976,elu,27,0.4,16,0,sigmoid,binary_crossentropy,2.75,RMSprop,brick
1643,05/29/21-201537,05/29/21-201614,36.49709868,150,0.014988604,0.964043796,0.060763337,0.84765625,elu,10,0,16,1,sigmoid,logcosh,3.2,Nadam,funnel
1644,05/29/21-201614,05/29/21-201643,29.4882741,150,0.019836225,0.949973941,0.059393477,0.848437488,elu,13,0,8,2,sigmoid,logcosh,3.65,RMSprop,funnel
1645,05/29/21-201644,05/29/21-201933,169.1156809,150,0.07758186,0.710786879,0.057215579,0.837499976,relu,2,0.4,16,2,sigmoid,logcosh,2.3,RMSprop,funnel
1646,05/29/21-201933,05/29/21-202009,36.02196407,150,0.172209919,0.925482035,0.593071342,0.845312476,elu,13,0.2,64,2,sigmoid,binary_crossentropy,4.55,Adam,brick
1647,05/29/21-202009,05/29/21-202039,29.94333673,150,0.090684868,0.971860349,0.457594067,0.846875012,relu,13,0,32,0,sigmoid,binary_crossentropy,0.5,Nadam,funnel
1648,05/29/21-202039,05/29/21-202111,31.25142217,150,0.240809009,0.895779073,0.398898333,0.8359375,relu,13,0.1,8,1,sigmoid,binary_crossentropy,2.75,Nadam,brick
1649,05/29/21-202111,05/29/21-202136,25.25827861,150,0.2328545,0.903074503,0.357748479,0.841406226,elu,16,0.1,8,2,sigmoid,binary_crossentropy,3.2,Adam,brick
1650,05/29/21-202137,05/29/21-202153,16.06198096,150,0.020267857,0.948931754,0.05656904,0.850000024,relu,27,0.2,64,0,sigmoid,logcosh,4.55,RMSprop,brick
1651,05/29/21-202153,05/29/21-202246,53.52540016,150,0.052487452,0.85982281,0.058811534,0.839062512,relu,7,0.4,8,2,sigmoid,logcosh,1.85,RMSprop,brick
